,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency,gender
18326,AVpgAHDULJeJML43HSSB,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Not Available,71.96,71.96,True,USD,Men
18338,AVpfwQMALJeJML43DHIi,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Brown - pigsuedefleecebrown,34.99,34.99,True,USD,Men
18339,AVpfwQMALJeJML43DHIi,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Brown - pigsuedefleecebrown,65.0,65.0,False,USD,Men
18341,AVpgANHM1cnluZ0-u3BF,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Not Available,179.5,179.5,False,USD,Men
18358,AVpfxEiailAPnD_xh4zz,Unique Bargains,"Juniors Accessories,Umbrellas,Bags & Accessories,Men's Accessories,Clothing, Shoes & Jewelry,Women's Accessories",Not Available,12.99,12.99,False,USD,Men
18359,AVpfxEiailAPnD_xh4zz,Unique Bargains,"Juniors Accessories,Umbrellas,Bags & Accessories,Men's Accessories,Clothing, Shoes & Jewelry,Women's Accessories",Not Available,5.99,5.99,True,USD,Men
18360,AVpfmjYRilAPnD_xez1U,Nike,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",Desert SandBlack-Atmc Orange,149.99,149.99,False,USD,Men
18362,AVpgAmLi1cnluZ0-u9ue,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Not Available,93.13,93.13,False,USD,Men
18363,AVpgAmLi1cnluZ0-u9ue,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Not Available,71.74,71.74,True,USD,Men
18365,AVpfmhwt1cnluZ0-ny2i,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black - blackmiragegray,79.99,79.99,False,USD,Men
18366,AVpfmhwt1cnluZ0-ny2i,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black - blackmiragegray,36.99,36.99,True,USD,Men
18374,AVpfuhtB1cnluZ0-qLPM,Nike,"Athletic & Running Shoes,Men's Shoes",Not Available,90.0,90.0,False,USD,Men
18384,AVpfwUpE1cnluZ0-qrS6,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",OBSIDIANMETALLIC SILVERMATTE SILVER,153.85,153.85,False,USD,Men
18386,AVpfwTYw1cnluZ0-qq5f,Nike,"Athletic & Running Shoes,Men's Shoes,Running Shoes",Not Available,60.0,60.0,False,USD,Men
18387,AVpfwTYw1cnluZ0-qq5f,Nike,"Athletic & Running Shoes,Men's Shoes,Running Shoes",Not Available,49.99,49.99,False,USD,Men
18388,AVpfw1A1ilAPnD_xh0N7,Nike,"Clothing, Shoes & Accessories,Men's Accessories,Hats",Not Available,24.99,24.99,False,USD,Men
18389,AVpfw1A1ilAPnD_xh0N7,Nike,"Clothing, Shoes & Accessories,Men's Accessories,Hats",Not Available,32.9,32.9,False,USD,Men
18391,AVpfwZtDilAPnD_xhsUo,Nike,"Sporting Goods,Team Sports,Football,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Brown,44.99,44.99,False,USD,Men
18396,AVpfTOcTLJeJML436l-K,Nike,"Clothing, Shoes & Accessories,Men's Shoes,Athletic,Sporting Goods,Team Sports,Football,Shoes & Cleats,Men",Not Available,49.45,49.45,False,USD,Men
18408,AVpfwSnj1cnluZ0-qqsM,PUMA,"Clothing,Shoes,Men's Shoes,Men's Casual Shoes",Not Available,51.99,51.99,True,USD,Men
18409,AVpfwSnj1cnluZ0-qqsM,PUMA,"Clothing,Shoes,Men's Shoes,Men's Casual Shoes",Not Available,65.0,65.0,False,USD,Men
18414,AVpfwG_7LJeJML43DEkO,adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",Black,59.99,59.99,False,USD,Men
18415,AVpfwG_7LJeJML43DEkO,adidas,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",Black,57.99,57.99,False,USD,Men
18421,AVpfwyqKilAPnD_xhzfU,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Venom GreenWhite,22.0,22.0,False,USD,Men
18422,AVpfwMqG1cnluZ0-qpAW,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,5.99,5.99,True,USD,Men
18423,AVpfwMqG1cnluZ0-qpAW,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,5.99,5.99,True,USD,Men
18424,AVpfwMqG1cnluZ0-qpAW,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,13.99,13.99,False,USD,Men
18425,AVpfwMqG1cnluZ0-qpAW,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,13.99,13.99,False,USD,Men
18445,AVpfEwIl1cnluZ0-dVlZ,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Baby & Kids Shoes,Girls' Shoes","Blue CapDark Purple,Blue CapSilver",139.99,139.99,False,USD,Men
18446,AVpfEwIl1cnluZ0-dVlZ,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Baby & Kids Shoes,Girls' Shoes","Blue CapDark Purple,Blue CapSilver",199.99,199.99,False,USD,Men
18447,AVpfEwIl1cnluZ0-dVlZ,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Baby & Kids Shoes,Girls' Shoes","Blue CapDark Purple,Blue CapSilver",170.0,170.0,False,USD,Men
18448,AVpfwrLzilAPnD_xhxUX,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,14.99,14.99,False,USD,Men
18449,AVpfwrLzilAPnD_xhxUX,Unique Bargains,"Men's Jewelry,Men's Accessories,Clothing, Shoes & Jewelry,Jewelry",Not Available,6.99,6.99,True,USD,Men
18450,AVpfvhrvilAPnD_xhdDh,adidas,"Sporting Goods,Team Sports,Soccer,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Orange,70.0,70.0,False,USD,Men
18452,AVpfwaMUilAPnD_xhseh,Reebok,"Clothing,Shoes,Men's Shoes,All Men's Shoes",AubergineGravelMintOrange,74.99,74.99,False,USD,Men
18453,AVpfQBtuilAPnD_xYHi2,Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Fashion Sneakers",Not Available,79.99,187.6,False,USD,Men
18458,AVpfwiPP1cnluZ0-qvFO,Nike,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",VOLT,119.97,119.97,False,USD,Men
18459,AVpfwiPP1cnluZ0-qvFO,Nike,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",VOLT,113.97,113.97,True,USD,Men
18460,AVpfwiPP1cnluZ0-qvFO,Nike,"Clothing, Shoes & Accessories,Team Sports,Men,Soccer,Shoes & Cleats,Sporting Goods",VOLT,119.97,119.97,False,USD,Men
18472,AVpe5AGtLJeJML43xnjU,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Walking Shoes",Black,145.0,145.0,False,USD,Men
18473,AVpe5AGtLJeJML43xnjU,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Walking Shoes",Black,86.99,86.99,True,USD,Men
18474,AVpe5AGtLJeJML43xnjU,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Walking Shoes",Black,79.99,79.99,True,USD,Men
18475,AVpe5AGtLJeJML43xnjU,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Walking Shoes",Black,84.95,84.95,False,USD,Men
18485,AVpf7rWEilAPnD_xkubc,Nike,"Sporting Goods,Team Sports,Baseball & Softball,Clothing, Shoes & Accessories,Shoes & Cleats,Men's",Black,59.0,59.0,False,USD,Men
18486,AVpfxn3U1cnluZ0-rDqR,Fossa Apparel,"Clothing, Shoes & Jewelry,Clothing,Men's Clothing,Men's Outerwear,All Men's Clothing",Not Available,90.06,90.06,False,USD,Men
18487,AVpfxn3U1cnluZ0-rDqR,Fossa Apparel,"Clothing, Shoes & Jewelry,Clothing,Men's Clothing,Men's Outerwear,All Men's Clothing",Not Available,68.81,68.81,True,USD,Men
18488,AVpfxoEfilAPnD_xiDQU,Reebok,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Black,46.43,46.43,True,USD,Men
18489,AVpfxoEfilAPnD_xiDQU,Reebok,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Black,60.0,60.0,False,USD,Men
18497,AVpfX3w_1cnluZ0-jmam,VANS,"Clothing,Shoes,Men's Shoes,All Men's Shoes",DchshndPtngSoil,87.5,87.5,False,USD,Men
18508,AVpf7We51cnluZ0-tqaz,PUMA,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,28.99,28.99,True,USD,Men
18509,AVpf7We51cnluZ0-tqaz,PUMA,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,26.99,26.99,True,USD,Men
18510,AVpf7We51cnluZ0-tqaz,PUMA,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,65.0,65.0,False,USD,Men
18522,AVpf5SciilAPnD_xkJcK,Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Basketball",Not Available,93.89,144.0,False,USD,Men
18523,AVpf5SciilAPnD_xkJcK,Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Basketball",Not Available,99.99,144.0,False,USD,Men
18524,AVpf62H11cnluZ0-tiv4,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Not Available,67.89,67.89,True,USD,Men
18525,AVpf62H11cnluZ0-tiv4,Fossa Apparel,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Not Available,87.75,87.75,False,USD,Men
18530,AVpfnPeILJeJML43AeYm,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Wolf GreyBlackBlueHot Lava,50.0,50.0,False,USD,Men
18534,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",34.99,34.99,True,USD,Men
18535,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18536,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18537,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18538,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18539,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18540,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18541,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18542,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18543,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18544,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18545,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18546,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18547,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18548,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18549,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18550,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18551,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18552,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18553,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18554,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18555,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18556,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18557,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18558,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18559,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18560,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18561,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18562,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18563,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18564,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18565,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18566,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18567,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18568,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18569,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18570,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18571,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18572,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18573,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18574,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18575,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18576,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18577,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18578,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18579,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18580,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18581,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18582,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18583,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18584,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18585,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18586,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18587,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18588,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18589,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18590,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18591,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18592,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18593,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18594,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18595,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18596,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18597,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18598,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18599,AVpfe7wjilAPnD_xcias,Ralph Lauren,"Sneakers,Men,Shoes,Sale","Pure White,Newport Navy,Regent Grey,Polo Black",65.0,65.0,False,USD,Men
18618,AVpfbqpEilAPnD_xbrN3,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes,Men's Casual Shoes",Red,100.0,100.0,False,USD,Men
18619,AVpfbqpEilAPnD_xbrN3,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes,Men's Casual Shoes",Red,74.99,74.99,True,USD,Men
18620,AVpfbqpEilAPnD_xbrN3,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes,Men's Casual Shoes",Red,32.99,32.99,True,USD,Men
18622,AVpftWMR1cnluZ0-p0F_,Jordan,"Athletic,Clothing, Shoes & Accessories,Men's Shoes,Clothing,Shoes,All Men's Shoes",Blues,99.9,99.9,False,USD,Men
18623,AVpftWMR1cnluZ0-p0F_,Jordan,"Athletic,Clothing, Shoes & Accessories,Men's Shoes,Clothing,Shoes,All Men's Shoes",Blues,140.0,140.0,False,USD,Men
18624,AVpf7GxailAPnD_xklvd,Jordan,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Pink,140.0,140.0,False,USD,Men
18625,AVpf7GxailAPnD_xklvd,Jordan,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Pink,139.99,139.99,True,USD,Men
18632,AVpfrszyilAPnD_xgVb0,VANS,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,55.0,55.0,False,USD,Men
18633,AVpfrszyilAPnD_xgVb0,VANS,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,13.99,13.99,True,USD,Men
18634,AVpfrszyilAPnD_xgVb0,VANS,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,17.99,17.99,True,USD,Men
18635,AVpfrszyilAPnD_xgVb0,VANS,"All Men's Shoes,Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Not Available,33.99,33.99,True,USD,Men
18636,AVpfsdJJilAPnD_xgjXC,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black,125.0,125.0,False,USD,Men
18637,AVpfsdJJilAPnD_xgjXC,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black,64.99,64.99,True,USD,Men
18638,AVpfsdJJilAPnD_xgjXC,PUMA,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Black,54.99,54.99,True,USD,Men
18639,AVpf-3Ol1cnluZ0-ugUo,Nike,"Sporting Goods,Team Sports,Football,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Wolf Grey,174.85,174.85,False,USD,Men
18641,AVpfyFAUilAPnD_xiLr3,Nike,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Cool GreyLaser Orange,100.0,100.0,False,USD,Men
18642,AVpfsgLM1cnluZ0-pkYe,PUMA,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Not Available,59.99,59.99,False,USD,Men
18643,AVpf-9j41cnluZ0-uh7d,Nike,"Athletic,Clothing, Shoes & Accessories,Men's Shoes",MidnightOrangeObsidianGreen,49.99,49.99,False,USD,Men
18646,AVpflRwv1cnluZ0-nasF,Nike,"Sporting Goods,Team Sports,Football,Clothing, Shoes & Accessories,Shoes & Cleats,Men",Red,26.0,26.0,False,USD,Men
18647,AVpfTbeXilAPnD_xZNlZ,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",PimentoGum Dark BrownWhite,49.99,49.99,False,USD,Men
18653,AVpfzyjLilAPnD_xiq2C,Reebok,"All Men's Shoes,Shoes,Men's Shoes,Clothing",WHITE BLACK,50.95,50.95,False,USD,Men
18658,AVpf7OERilAPnD_xknf6,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",BluePurple,39.99,39.99,False,USD,Men
18666,AVpf0QDNLJeJML43ERB-,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Not Available,35.99,35.99,True,USD,Men
18667,AVpf0QDNLJeJML43ERB-,VANS,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Not Available,45.0,45.0,False,USD,Men
18686,AVpfvCi71cnluZ0-qUtd,Ralph Lauren,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Not Available,102.5,102.5,False,USD,Men
18687,AVpf_ZNwilAPnD_xln6_,Reebok,"Men's Athletic Shoes,Shoes,Men's Shoes,Clothing",GreyGravelGreenWhite,84.99,84.99,False,USD,Men
18690,AVpfkrVNilAPnD_xePaF,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear Accessories,Men's Workwear & Uniforms,Office Safety & Security",Not Available,67.84,67.84,False,USD,Men
18691,AVpfMhZuilAPnD_xW-Zq,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Green,70.0,70.0,False,USD,Men
18692,AVpfMhZuilAPnD_xW-Zq,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Green,51.99,51.99,False,USD,Men
18693,AVpfMhZuilAPnD_xW-Zq,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Green,55.99,55.99,True,USD,Men
18694,AVpfMhZuilAPnD_xW-Zq,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Green,37.98,37.98,True,USD,Men
18695,AVpfMhZuilAPnD_xW-Zq,New Balance,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Green,27.99,27.99,True,USD,Men
